BATCH CONVERSION REPORT
Generated:,2025-12-29 15:43:59
Source:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1
Output:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1_Parsed

=== SUMMARY ===
Total Files Discovered:,1209
Files Processed:,1077
Successful Conversions:,1070
Failed Conversions:,0
Validation Errors (??? found):,7
Skipped (Non-XML/Unsupported):,132
Overall Success Rate:,99.4%
Total Processing Time:,10.2s
Average Time per File:,0.00s

=== FILE TYPE DISTRIBUTION ===
File Type,Total,Success,Failed,Validation Errors,Skipped,Success Rate
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\TMeasuringInput\TMeasuringSts.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\TMeasuringInput\TMeasuringSts.xml,udt,SUCCESS,0.00,3247,282,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveAlr.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveAlr.xml,udt,SUCCESS,0.00,2639,177,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveConfig.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveConfig.xml,udt,SUCCESS,0.02,3873,374,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveCtrl.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveCtrl.xml,udt,SUCCESS,0.00,3354,187,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveSts.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\002_Device\Valve\ValveSts.xml,udt,SUCCESS,0.00,4890,309,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\003_Drives\TokenChain\TokenChain_Data.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\003_Drives\TokenChain\TokenChain_Data.xml,udt,SUCCESS,0.00,2284,198,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\007_Time\WkClockSet.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\007_Time\WkClockSet.xml,udt,SUCCESS,0.00,2232,179,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_Config.xml,udt,SUCCESS,0.00,2273,224,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_HMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_HMI.xml,udt,SUCCESS,0.00,2279,203,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Pump_Par.xml,udt,SUCCESS,0.00,2585,281,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_Config.xml,udt,SUCCESS,0.00,3630,664,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_HMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_HMI.xml,udt,SUCCESS,0.00,2596,400,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\HydraulicUnit\HU_Tank_Par.xml,udt,SUCCESS,0.00,4167,455,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotor_Alr.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotor_Alr.xml,udt,SUCCESS,0.00,2261,199,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotor_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotor_Par.xml,udt,SUCCESS,0.00,2559,208,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotorPump_HMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrMotorPump_HMI.xml,udt,SUCCESS,0.00,2178,156,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrPump_Alr.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrPump_Alr.xml,udt,SUCCESS,0.00,2140,137,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrPump_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrPump_Par.xml,udt,SUCCESS,0.00,2241,190,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Alr.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Alr.xml,udt,SUCCESS,0.00,2531,195,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Config.xml,udt,SUCCESS,0.00,2900,215,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_HMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_HMI.xml,udt,SUCCESS,0.00,2321,223,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_ITF.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_ITF.xml,udt,SUCCESS,0.00,2750,414,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Par.xml,udt,SUCCESS,0.00,3651,336,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Pers.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Pers.xml,udt,SUCCESS,0.00,2257,196,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Wng.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\010_Machine\Lubrication\LubrValve_Wng.xml,udt,SUCCESS,0.00,2133,131,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_BimanualSts.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_BimanualSts.xml,udt,SUCCESS,0.00,2235,156,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_DeviceSafetyInterface.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_DeviceSafetyInterface.xml,udt,SUCCESS,0.00,2306,213,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_DoorSts.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_DoorSts.xml,udt,SUCCESS,0.00,3452,268,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_LDrvSafe_typeSinaSTlg30Control.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_LDrvSafe_typeSinaSTlg30Control.xml,udt,SUCCESS,0.00,9421,531,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_LDrvSafe_typeSinaSTlg30Status.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\FUN\udt_LDrvSafe_typeSinaSTlg30Status.xml,udt,SUCCESS,0.00,9907,574,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\SafetyInterface\PathTestHMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\SafetyInterface\PathTestHMI.xml,udt,SUCCESS,0.00,2340,240,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\udt_FComm.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\udt_FComm.xml,udt,SUCCESS,0.00,3988,464,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\udt_ZoneSafetyInterface.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\050_Safety\udt_ZoneSafetyInterface.xml,udt,SUCCESS,0.00,2362,243,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\ProjectInfo.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\ProjectInfo.xml,udt,SUCCESS,0.00,2426,280,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\StatusArea.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\StatusArea.xml,udt,SUCCESS,0.00,2996,235,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\SuperUser.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\100_Gen\110_HMI\SuperUser.xml,udt,SUCCESS,0.00,2959,545,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_GetITF.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_GetITF.xml,udt,SUCCESS,0.00,2310,209,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_Header.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_Header.xml,udt,SUCCESS,0.00,2423,150,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_HMI.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_HMI.xml,udt,SUCCESS,0.00,5245,1957,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_Pivot.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_Pivot.xml,udt,SUCCESS,0.00,2375,171,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_SCADA.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\200_Programs\ProgramsManager\Prg_SCADA.xml,udt,SUCCESS,0.00,3427,835,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\300_Tracking\TrkManager\TrkMng_Row.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\300_Tracking\TrkManager\TrkMng_Row.xml,udt,SUCCESS,0.00,2353,250,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\300_Tracking\TrkMng_Move.xml,Software units\1_Orchestrator_Safety\PLC data types\001_StdBlocks\300_Tracking\TrkMng_Move.xml,udt,SUCCESS,0.00,2525,353,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Cin.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Cin.xml,udt,SUCCESS,0.00,2676,270,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Config.xml,udt,SUCCESS,0.00,5027,330,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_COut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_COut.xml,udt,SUCCESS,0.01,2992,292,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_DataIn.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_DataIn.xml,udt,SUCCESS,0.00,2651,221,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_DataOut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_DataOut.xml,udt,SUCCESS,0.00,2193,174,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Manager.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Manager.xml,udt,SUCCESS,0.00,2711,293,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_PB.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_PB.xml,udt,SUCCESS,0.00,2221,173,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Wng.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\01_VALVE_MACHINE\ValveMachine_Wng.xml,udt,SUCCESS,0.00,2467,348,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Alr.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Alr.xml,udt,SUCCESS,0.00,2559,191,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_CIn.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_CIn.xml,udt,SUCCESS,0.00,3108,370,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Config.xml,udt,SUCCESS,0.00,3467,542,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_COut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_COut.xml,udt,SUCCESS,0.00,2895,444,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_DataIn.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_DataIn.xml,udt,SUCCESS,0.00,2811,259,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_DataOut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_DataOut.xml,udt,SUCCESS,0.00,2143,147,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Manager.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Manager.xml,udt,SUCCESS,0.00,3087,370,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Par.xml,udt,SUCCESS,0.00,2491,335,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_TXT.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_TXT.xml,udt,SUCCESS,0.00,2930,330,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Wng.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\02_FEED_MACHINE\FeedMachine_Wng.xml,udt,SUCCESS,0.00,3064,221,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Alr.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Alr.xml,udt,SUCCESS,0.00,2486,332,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Ax_Parameters.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Ax_Parameters.xml,udt,SUCCESS,0.00,2767,544,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_CIn.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_CIn.xml,udt,SUCCESS,0.00,4160,803,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Config.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Config.xml,udt,SUCCESS,0.00,3425,578,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_COut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_COut.xml,udt,SUCCESS,0.00,4252,815,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataIn.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataIn.xml,udt,SUCCESS,0.00,2818,273,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataOut.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataOut.xml,udt,SUCCESS,0.00,2150,161,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataPers.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_DataPers.xml,udt,SUCCESS,0.00,2331,271,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Manager.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Manager.xml,udt,SUCCESS,0.00,3671,497,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Par.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Par.xml,udt,SUCCESS,0.00,2666,446,,,False,0,2025-12-29 15:43:50
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Wng.xml,Software units\1_Orchestrator_Safety\PLC data types\002_PrjBlocks\03_Machine\03_POSITIONING_MACHINE\PositioningMachine_Wng.xml,udt,SUCCESS,0.00,3382,269,,,False,0,2025-12-29 15:43:50
